No.,Topic,Source,Question,Choices,Answer,Explanation,Difficulty
164,Algorithms,SanFoundry,What is the space complexity of quicksort?,"a) O(n), b) O(log n), c) O(n²), d) O(1)",b,It uses logarithmic space for the recursive call stack in the average case.,
165,Algorithms,SanFoundry,Which algorithm solves the knapsack problem?,"a) Greedy, b) Dynamic Programming, c) BFS, d) Binary Search",b,DP optimizes the selection of items for maximum value within capacity.,
166,Algorithms,SanFoundry,What is the time complexity of binary search?,"a) O(n), b) O(log n), c) O(n²), d) O(1)",b,"It halves the search space each step, yielding logarithmic time.",
167,Algorithms,SanFoundry,Which sorting algorithm is in-place?,"a) Merge Sort, b) Quick Sort, c) Counting Sort, d) Radix Sort",b,Quick Sort modifies the array in place without extra space for sorting.,
168,Algorithms,SanFoundry,What does DFS stand for?,"a) Depth-First Search, b) Data-First Search, c) Dynamic Fast Search, d) None",a,It explores as far as possible along each branch before backtracking.,
169,Algorithms,SanFoundry,Which algorithm finds the minimum spanning tree?,"a) Kruskal’s, b) Dijkstra’s, c) BFS, d) A*",a,Kruskal’s builds an MST by adding edges in increasing order of weight.,
170,Algorithms,SanFoundry,What is the time complexity of insertion sort?,"a) O(n), b) O(n²), c) O(log n), d) O(n log n)",b,"It compares and shifts elements, taking quadratic time in the worst case.",
171,Algorithms,SanFoundry,Which technique solves overlapping subproblems?,"a) Greedy, b) Dynamic Programming, c) Divide and Conquer, d) Backtracking",b,DP stores solutions to subproblems to avoid recomputation.,
172,Algorithms,SanFoundry,What does A* use to guide its search?,"a) Random choice, b) Heuristic, c) Stack, d) Queue",b,"It uses a heuristic to estimate the cost to the goal, optimizing pathfinding.",
173,Algorithms,SanFoundry,Which algorithm sorts by digit comparison?,"a) Quick Sort, b) Radix Sort, c) Merge Sort, d) Bubble Sort",b,Radix Sort processes digits from least to most significant.,
174,Algorithms,SanFoundry,What is the worst-case time complexity of quicksort?,"a) O(n log n), b) O(n²), c) O(n), d) O(log n)",b,"It occurs with poor pivot choices, like already sorted arrays.",
175,Algorithms,SanFoundry,Which algorithm finds all pairs shortest paths?,"a) Floyd-Warshall, b) Dijkstra’s, c) BFS, d) Prim’s",a,Floyd-Warshall computes shortest paths between all vertex pairs in a graph.,
176,Algorithms,SanFoundry,What does greedy algorithm optimize?,"a) Local choice, b) Global solution, c) Subproblems, d) Backtracking",a,"It makes the best local choice at each step, hoping for a global optimum.",
177,Algorithms,SanFoundry,Which algorithm uses a pivot?,"a) Merge Sort, b) Quick Sort, c) Counting Sort, d) Heap Sort",b,Quick Sort partitions the array around a pivot for sorting.,
178,Algorithms,SanFoundry,What is the time complexity of heap sort?,"a) O(n), b) O(n log n), c) O(n²), d) O(log n)",b,It builds a heap in O(n) and extracts elements in O(n log n).,
179,Algorithms,SanFoundry,Which technique solves constraint satisfaction problems?,"a) Backtracking, b) Greedy, c) Dynamic Programming, d) Divide and Conquer",a,Backtracking explores solutions and reverts when constraints are violated.,
180,Algorithms,SanFoundry,What does BFS guarantee in an unweighted graph?,"a) Shortest path, b) Longest path, c) Random path, d) No path",a,"It explores level by level, ensuring the shortest path to each node.",
181,Algorithms,SanFoundry,Which algorithm sorts in linear time?,"a) Quick Sort, b) Counting Sort, c) Merge Sort, d) Bubble Sort",b,Counting Sort uses counting to sort integers in O(n + k) time.,
182,Algorithms,SanFoundry,What is the space complexity of merge sort?,"a) O(n), b) O(log n), c) O(n²), d) O(1)",a,It requires additional space to merge sorted halves.,
183,Algorithms,SanFoundry,Which algorithm finds connected components in a graph?,"a) DFS, b) Dijkstra’s, c) A*, d) Binary Search",a,"DFS explores all nodes reachable from a starting point, identifying components.",
184,Algorithms,SanFoundry,What does topological sort apply to?,"a) Cyclic graphs, b) DAGs, c) Trees, d) Arrays",b,It orders nodes in a Directed Acyclic Graph (DAG) based on dependencies.,
185,Algorithms,SanFoundry,Which algorithm uses a sliding window?,"a) Binary Search, b) Two Pointers, c) DFS, d) Merge Sort",b,Two Pointers slide a window over data to solve problems like subarray sums.,
186,Algorithms,SanFoundry,What is the time complexity of Floyd-Warshall?,"a) O(V²), b) O(V³), c) O(V log V), d) O(V)",b,It computes all pairs shortest paths in cubic time with dynamic programming.,
187,Algorithms,SanFoundry,Which algorithm finds the maximum flow in a network?,"a) Ford-Fulkerson, b) BFS, c) Prim’s, d) Binary Search",a,Ford-Fulkerson iteratively finds augmenting paths to maximize flow.,
188,Algorithms,SanFoundry,What does selection sort do?,"a) Merge arrays, b) Select minimum, c) Count elements, d) Partition data",b,It repeatedly selects the smallest element and places it in sorted order.,
189,Algorithms,SanFoundry,Which algorithm uses a heap?,"a) Heap Sort, b) Quick Sort, c) Merge Sort, d) Bubble Sort",a,Heap Sort builds a heap and extracts elements to sort the array.,
190,Algorithms,SanFoundry,What is the time complexity of Kruskal’s algorithm?,"a) O(E log E), b) O(V²), c) O(E), d) O(V log V)",a,"It sorts edges and processes them, taking O(E log E) time.",
191,Algorithms,SanFoundry,Which technique avoids recomputation?,"a) Memoization, b) Greedy, c) Backtracking, d) Divide and Conquer",a,Memoization stores results of subproblems for reuse in dynamic programming.,
192,Algorithms,SanFoundry,What does Prim’s algorithm find?,"a) Shortest path, b) Minimum spanning tree, c) Maximum flow, d) Connected components",b,It builds an MST by adding the smallest edge connecting to the growing tree.,
193,Algorithms,SanFoundry,Which algorithm sorts by swapping adjacent elements?,"a) Bubble Sort, b) Quick Sort, c) Merge Sort, d) Radix Sort",a,Bubble Sort compares and swaps adjacent elements to sort the array.,
194,Algorithms,SanFoundry,What is the time complexity of DFS?,"a) O(V + E), b) O(V²), c) O(V log V), d) O(E²)",a,It explores each vertex and edge once in a graph.,
195,Algorithms,SanFoundry,Which algorithm finds the longest common subsequence?,"a) Dynamic Programming, b) Greedy, c) BFS, d) Binary Search",a,DP builds a table to find the longest common subsequence efficiently.,
196,Algorithms,SanFoundry,What does the Bellman-Ford algorithm detect?,"a) Cycles, b) Negative cycles, c) Shortest paths, d) MST",b,It finds shortest paths and detects negative weight cycles in a graph.,
197,Algorithms,SanFoundry,Which algorithm uses a stack?,"a) DFS, b) BFS, c) Dijkstra’s, d) A*",a,DFS uses a stack (implicitly via recursion) to explore deeply before backtracking.,
198,Algorithms,SanFoundry,What is the time complexity of counting sort?,"a) O(n + k), b) O(n²), c) O(n log n), d) O(k)",a,It counts occurrences and constructs the sorted array in linear time.,
199,Algorithms,SanFoundry,Which algorithm solves the traveling salesman problem?,"a) Dynamic Programming, b) Greedy, c) BFS, d) Binary Search",a,DP finds the optimal tour by breaking it into subproblems.,
200,Algorithms,SanFoundry,What does the greedy choice property ensure?,"a) Local optimum, b) Global optimum, c) Subproblem solution, d) Backtracking",b,It guarantees that local optimal choices lead to a globally optimal solution in some cases.,
201,AI,SanFoundry,What is the primary purpose of an expert system?,"a) Data storage, b) Mimic human expertise, c) Image processing, d) Speed up searches",b,Expert systems emulate human decision-making in specific domains using rules and knowledge.,
202,AI,SanFoundry,Which AI technique simulates natural selection?,"a) Neural Networks, b) Genetic Algorithms, c) SVM, d) K-Means",b,"Genetic Algorithms evolve solutions by selection, crossover, and mutation.",
203,AI,SanFoundry,"What does the term ""state space"" refer to in AI?","a) All possible states, b) Data storage, c) Neural layers, d) Feature set",a,It represents all possible configurations in a problem-solving scenario.,
204,AI,SanFoundry,Which algorithm is used for clustering in AI?,"a) DBSCAN, b) SVM, c) Linear Regression, d) Minimax",a,"DBSCAN groups data points based on density, effective for unsupervised clustering.",
205,AI,SanFoundry,What is the role of a transition model in RL?,"a) Define rewards, b) Predict next state, c) Normalize data, d) Reduce noise",b,It describes how actions change the environment’s state in reinforcement learning.,
206,AI,SanFoundry,Which AI method uses rule-based reasoning?,"a) Expert Systems, b) Neural Networks, c) PCA, d) Gradient Descent",a,Expert Systems rely on predefined rules to make decisions or solve problems.,
207,AI,SanFoundry,"What does ""breadth-first search"" prioritize?","a) Depth, b) Width, c) Cost, d) Randomness",b,"BFS explores all nodes at the current level before moving deeper, prioritizing width.",
208,AI,SanFoundry,Which technique is used for word embeddings in NLP?,"a) Word2Vec, b) SVM, c) A*, d) K-Means",a,"Word2Vec maps words to vectors, capturing semantic relationships in text.",
209,AI,SanFoundry,What is the purpose of Monte Carlo methods in AI?,"a) Exact solutions, b) Sampling-based estimation, c) Feature selection, d) Data cleaning",b,"They estimate outcomes by random sampling, useful in reinforcement learning.",
210,AI,SanFoundry,Which AI approach mimics the human brain?,"a) Rule-based systems, b) Neural Networks, c) Greedy Search, d) BFS",b,Neural Networks model interconnected nodes like neurons in the brain.,
211,AI,SanFoundry,"What does ""informed search"" use to guide its process?","a) Random choice, b) Heuristics, c) Stack, d) Queue",b,"Informed search uses heuristics to estimate the cost to the goal, e.g., in A*.",
212,AI,SanFoundry,Which technique is used for sentiment classification in NLP?,"a) Logistic Regression, b) BFS, c) Genetic Algorithm, d) DBSCAN",a,Logistic Regression predicts binary or multi-class sentiment based on text features.,
213,AI,SanFoundry,What is the purpose of a Markov Decision Process (MDP)?,"a) Clustering, b) Sequential decision-making, c) Image recognition, d) Sorting",b,"MDPs model decision-making with states, actions, and rewards in RL.",
214,AI,SanFoundry,Which algorithm optimizes a policy in reinforcement learning?,"a) Q-Learning, b) BFS, c) SVM, d) K-Means",a,Q-Learning updates a Q-table to find the optimal policy for maximizing rewards.,
215,AI,SanFoundry,"What does ""uninformed search"" lack compared to informed search?","a) Heuristics, b) Speed, c) Accuracy, d) Memory",a,"Uninformed search (e.g., BFS, DFS) doesn’t use heuristics to guide exploration.",
216,AI,SanFoundry,Which AI field focuses on robotic movement?,"a) NLP, b) Robotics, c) Computer Vision, d) Expert Systems",b,"Robotics involves AI for navigation, planning, and control of physical agents.",
217,AI,SanFoundry,What is the purpose of a fitness function in genetic algorithms?,"a) Measure speed, b) Evaluate solutions, c) Normalize data, d) Reduce noise",b,"It assesses how well a solution solves the problem, guiding evolution.",
218,AI,SanFoundry,Which technique is used for named entity recognition in NLP?,"a) HMM, b) DFS, c) SVM, d) Binary Search",a,Hidden Markov Models (HMM) identify entities like names or places in text.,
